date,fighter_a,fighter_b,result_numeric
2008-12-10,ben saunders,brandon wolff,1.0
2008-12-10,steve bruno,johnny rees,1.0
2008-12-10,luigi fioravanti,brodie farber,1.0
2008-12-10,jim miller,matt wiman,1.0
2008-12-10,tim credeur,nate loughran,1.0
2008-12-10,steve cantwell,razak al-hassan,1.0
2008-12-10,mike swick,jonathan goulet,1.0
2008-12-10,josh koscheck,yoshiyuki yoshida,1.0
2008-12-13,rolando delgado,john polakowski,1.0
2008-12-13,shane nelson,george roop,1.0
2008-12-13,tom lawlor,kyle kingsbury,1.0
2008-12-13,eliot marshall,jules bruchez,1.0
2008-12-13,krzysztof soszynski,shane primm,1.0
2008-12-13,junie browning,david kaplan,1.0
2008-12-13,wilson gouveia,jason macdonald,1.0
2008-12-13,anthony johnson,kevin burns,1.0
2008-12-13,ryan bader,vinny magalhaes,1.0
2008-12-13,efrain escudero,phillipe nover,1.0
2008-12-27,pat barry,dan evensen,1.0
2008-12-27,brad blackburn,ryo chonan,1.0
2008-12-27,matt hamill,reese andy,1.0
2008-12-27,antoni hardonk,mike wessel,1.0
2008-12-27,yushin okami,dean lister,1.0
2008-12-27,cheick kongo,mostapha al-turk,1.0
2008-12-27,quinton jackson,wanderlei silva,1.0
2008-12-27,cb dollaway,mike massenzio,1.0
2008-12-27,frank mir,antonio rodrigo nogueira,1.0
2008-12-27,rashad evans,forrest griffin,1.0
2009-01-17,dennis siver,nate mohr,1.0
2009-01-17,tomasz drwal,ivan serati,1.0
2009-01-17,eric schafer,antonio mendes,1.0
2009-01-17,martin kampmann,alexandre barros,1.0
2009-01-17,john hathaway,tom egan,1.0
2009-01-17,marcus davis,chris lytle,1.0
2009-01-17,alan belcher,denis kang,1.0
2009-01-17,rousimar palhares,jeremy horn,1.0
2009-01-17,mauricio rua,mark coleman,1.0
2009-01-17,dan henderson,rich franklin,1.0
2009-01-31,dan cramer,matt arroyo,1.0
2009-01-31,jake o'brien,christian wellisch,1.0
2009-01-31,john howard,chris wilson,1.0
2009-01-31,thiago tavares,manvel gamburyan,1.0
2009-01-31,jon fitch,akihiro gono,1.0
2009-01-31,clay guida,nate diaz,1.0
2009-01-31,jon jones,stephan bonnar,1.0
2009-01-31,lyoto machida,thiago silva,1.0
2009-01-31,georges st-pierre,bj penn,1.0
2009-02-07,matthew riddle,steve bruno,1.0
2009-02-07,nick catone,derek downey,1.0
2009-02-07,gleison tibau,rich clementi,1.0
2009-02-07,matt veach,matt grice,1.0
2009-02-07,dan miller,jake rosholt,1.0
2009-02-07,kurt pellegrino,rob emerson,1.0
2009-02-07,anthony johnson,luigi fioravanti,1.0
2009-02-07,josh neer,mac danzig,1.0
2009-02-07,cain velasquez,denis stojnic,1.0
2009-02-07,joe lauzon,jeremy stephens,1.0
2009-02-21,paul kelly,troy mandaloniz,1.0
2009-02-21,mike ciesnolevicz,neil grove,1.0
2009-02-21,evan dunham,per eklund,1.0
2009-02-21,junior dos santos,stefan struve,1.0
2009-02-21,terry etim,brian cobb,1.0
2009-02-21,paulo thiago,josh koscheck,1.0
2009-02-21,demian maia,chael sonnen,1.0
2009-02-21,nate marquardt,wilson gouveia,1.0
2009-02-21,dan hardy,rory markham,1.0
2009-02-21,diego sanchez,joe stevenson,1.0
2009-03-07,shane nelson,aaron riley,1.0
2009-03-07,brandon vera,michael patt,1.0
2009-03-07,jason brilz,tim boetsch,1.0
2009-03-07,kendall grove,jason day,1.0
2009-03-07,tamdan mccrory,ryan madigan,1.0
2009-03-07,gray maynard,jim miller,1.0
2009-03-07,matt hamill,mark munoz,1.0
2009-03-07,matt brown,pete sell,1.0
2009-03-07,shane carwin,gabriel gonzaga,1.0
2009-03-07,quinton jackson,keith jardine,1.0
2009-04-01,aaron simpson,tim mckenzie,1.0
2009-04-01,rob kimmons,joe vedepo,1.0
2009-04-01,jorge rivera,nissen osterneck,1.0
2009-04-01,tim credeur,nick catone,1.0
2009-04-01,brock larson,jesse sanders,1.0
2009-04-01,ricardo almeida,matt horwich,1.0
2009-04-01,gleison tibau,jeremy stephens,1.0
2009-04-01,cole miller,junie browning,1.0
2009-04-01,tyson griffin,rafael dos anjos,1.0
2009-04-01,ryan bader,carmelo marrero,1.0
2009-04-01,martin kampmann,carlos condit,1.0
2009-04-18,eliot marshall,vinny magalhaes,1.0
2009-04-18,tj grant,ryo chonan,1.0
2009-04-18,mark bocek,david bielkheden,1.0
2009-04-18,ed herman,david loiseau,1.0
2009-04-18,nate quarry,jason macdonald,1.0
2009-04-18,denis kang,xavier foupa-pokam,1.0
2009-04-18,luiz cane,steve cantwell,1.0
2009-04-18,cheick kongo,antoni hardonk,1.0
2009-04-18,krzysztof soszynski,brian stann,1.0
2009-04-18,mauricio rua,chuck liddell,1.0
2009-04-18,sam stout,matt wiman,1.0
2009-04-18,anderson silva,thales leites,1.0
2009-05-23,george roop,david kaplan,1.0
2009-05-23,yoshiyuki yoshida,brandon wolff,1.0
2009-05-23,krzysztof soszynski,andre gusmao,1.0
2009-05-23,kyle bradley,phillipe nover,1.0
2009-05-23,tim hague,pat barry,1.0
2009-05-23,brock larson,mike pyle,1.0
2009-05-23,frankie edgar,sean sherk,1.0
2009-05-23,chael sonnen,dan miller,1.0
2009-05-23,drew mcfedries,xavier foupa-pokam,1.0
2009-05-23,matt hughes,matt serra,1.0
2009-05-23,lyoto machida,rashad evans,1.0
2009-06-13,john hathaway,rick story,1.0
2009-06-13,stefan struve,denis stojnic,1.0
2009-06-13,paul kelly,rolando delgado,1.0
2009-06-13,paul taylor,peter sobotta,1.0
2009-06-13,dennis siver,dale hartt,1.0
2009-06-13,terry etim,justin buchholz,1.0
2009-06-13,dan hardy,marcus davis,1.0
2009-06-13,spencer fisher,caol uno,1.0
2009-06-13,mike swick,ben saunders,1.0
2009-06-13,mirko filipovic,mostapha al-turk,1.0
2009-06-13,cain velasquez,cheick kongo,1.0
2009-06-13,rich franklin,wanderlei silva,1.0
2009-06-20,jason dent,cameron dollar,1.0
2009-06-20,nick osipczak,frank lester,1.0
2009-06-20,tomasz drwal,mike ciesnolevicz,1.0
2009-06-20,brad blackburn,edgar garcia,1.0
2009-06-20,melvin guillard,gleison tibau,1.0
2009-06-20,joe stevenson,nate diaz,1.0
2009-06-20,ross pearson,andre winner,1.0
2009-06-20,chris lytle,kevin burns,1.0
2009-06-20,james wilks,damarques johnson,1.0
2009-06-20,diego sanchez,clay guida,1.0
2009-07-11,shannon gugerty,matt grice,1.0
2009-07-11,tom lawlor,cb dollaway,1.0
2009-07-11,dong hyun kim,tj grant,1.0
2009-07-11,jon jones,jake o'brien,1.0
2009-07-11,jim miller,mac danzig,1.0
2009-07-11,mark coleman,stephan bonnar,1.0
2009-07-11,yoshihiro akiyama,alan belcher,1.0
2009-07-11,dan henderson,michael bisping,1.0
2009-07-11,georges st-pierre,thiago alves,1.0
2009-07-11,brock lesnar,frank mir,1.0
2009-07-11,jon fitch,paulo thiago,1.0
2009-08-08,jesse lennox,danillo villefort,1.0
2009-08-08,george sotiropoulos,george roop,1.0
2009-08-08,matthew riddle,dan cramer,1.0
2009-08-08,alessio sakara,thales leites,1.0
2009-08-08,john howard,tamdan mccrory,1.0
2009-08-08,kurt pellegrino,josh neer,1.0
2009-08-08,ricardo almeida,kendall grove,1.0
2009-08-08,johny hendricks,amir sadollah,1.0
2009-08-08,aaron riley,shane nelson,1.0
2009-08-08,anderson silva,forrest griffin,1.0
2009-08-08,bj penn,kenny florian,1.0
2009-08-29,evan dunham,marcus aurelio,1.0
2009-08-29,mark munoz,nick catone,1.0
2009-08-29,todd duffee,tim hague,1.0
2009-08-29,mike russow,justin mccully,1.0
2009-08-29,gabriel gonzaga,chris tuchscherer,1.0
2009-08-29,aaron simpson,ed herman,1.0
2009-08-29,brandon vera,krzysztof soszynski,1.0
2009-08-29,nate marquardt,demian maia,1.0
2009-08-29,jake rosholt,chris leben,1.0
2009-08-29,thiago silva,keith jardine,1.0
2009-08-29,antonio rodrigo nogueira,randy couture,1.0
2009-09-16,ryan jensen,steve steinbeiss,1.0
2009-09-16,mike pierce,brock larson,1.0
2009-09-16,jeremy stephens,justin buchholz,1.0
2009-09-16,cb dollaway,jay silva,1.0
2009-09-16,mike pyle,chris wilson,1.0
2009-09-16,brian stann,steve cantwell,1.0
2009-09-16,nate quarry,tim credeur,1.0
2009-09-16,carlos condit,jake ellenberger,1.0
2009-09-16,gray maynard,roger huerta,1.0
2009-09-16,nate diaz,melvin guillard,1.0
2009-09-19,rafael dos anjos,rob emerson,1.0
2009-09-19,vladimir matyushenko,igor pokrajac,1.0
2009-09-19,eliot marshall,jason brilz,1.0
2009-09-19,rick story,brian foster,1.0
2009-09-19,nik lentz,rafaello oliveira,1.0
2009-09-19,jim miller,steve lopez,1.0
2009-09-19,tomasz drwal,drew mcfedries,1.0
2009-09-19,efrain escudero,cole miller,1.0
2009-09-19,tyson griffin,hermes franca,1.0
2009-09-19,josh koscheck,frank trigg,1.0
2009-09-19,paul daley,martin kampmann,1.0
2009-09-19,junior dos santos,mirko filipovic,1.0
2009-09-19,vitor belfort,rich franklin,1.0
2009-10-24,stefan struve,chase gormley,1.0
2009-10-24,kyle kingsbury,razak al-hassan,1.0
2009-10-24,jorge rivera,rob kimmons,1.0
2009-10-24,chael sonnen,yushin okami,1.0
2009-10-24,pat barry,antoni hardonk,1.0
2009-10-24,ryan bader,eric schafer,1.0
2009-10-24,anthony johnson,yoshiyuki yoshida,1.0
2009-10-24,joe stevenson,spencer fisher,1.0
2009-10-24,gleison tibau,josh neer,1.0
2009-10-24,cain velasquez,ben rothwell,1.0
2009-10-24,lyoto machida,mauricio rua,1.0
2009-11-14,andre winner,rolando delgado,1.0
2009-11-14,alexander gustafsson,jared hamman,1.0
2009-11-14,dennis siver,paul kelly,1.0
2009-11-14,nick osipczak,matthew riddle,1.0
2009-11-14,terry etim,shannon gugerty,1.0
2009-11-14,john hathaway,paul taylor,1.0
2009-11-14,ross pearson,aaron riley,1.0
2009-11-14,matt brown,james wilks,1.0
2009-11-14,michael bisping,denis kang,1.0
2009-11-14,dan hardy,mike swick,1.0
2009-11-14,randy couture,brandon vera,1.0
2009-11-21,george sotiropoulos,jason dent,1.0
2009-11-21,caol uno,fabricio camoes,0.5
2009-11-21,brian foster,brock larson,1.0
2009-11-21,kendall grove,jake rosholt,1.0
2009-11-21,ben saunders,marcus davis,1.0
2009-11-21,amir sadollah,phil baroni,1.0
2009-11-21,rogerio nogueira,luiz cane,1.0
2009-11-21,paulo thiago,jacob volkmann,1.0
2009-11-21,josh koscheck,anthony johnson,1.0
2009-11-21,forrest griffin,tito ortiz,1.0
2009-12-05,mark bocek,joe brammer,1.0
2009-12-05,john howard,dennis hallman,1.0
2009-12-05,brian stann,rodney wallace,1.0
2009-12-05,jon madsen,justin wren,1.0
2009-12-05,james mcsweeney,darrill schoonover,1.0
2009-12-05,matt mitrione,marcus jones,1.0
2009-12-05,frankie edgar,matt veach,1.0
2009-12-05,kevin ferguson,houston alexander,1.0
2009-12-05,matt hamill,jon jones,1.0
2009-12-05,roy nelson,brendan schaub,1.0
2009-12-12,tj grant,kevin burns,1.0
2009-12-12,damarques johnson,edgar garcia,1.0
2009-12-12,rousimar palhares,lucio linhares,1.0
2009-12-12,johny hendricks,ricardo funch,1.0
2009-12-12,matt wiman,shane nelson,1.0
2009-12-12,alan belcher,wilson gouveia,1.0
2009-12-12,stefan struve,paul buentello,1.0
2009-12-12,kenny florian,clay guida,1.0
2009-12-12,jon fitch,mike pierce,1.0
2009-12-12,frank mir,cheick kongo,1.0
2009-12-12,bj penn,diego sanchez,1.0
2010-01-02,rafaello oliveira,john gunderson,1.0
2010-01-02,jake ellenberger,mike pyle,1.0
2010-01-02,mark munoz,ryan jensen,1.0
2010-01-02,cole miller,dan lauzon,1.0
2010-01-02,martin kampmann,jacob volkmann,1.0
2010-01-02,junior dos santos,gilbert yvel,1.0
2010-01-02,jim miller,duane ludwig,1.0
2010-01-02,sam stout,joe lauzon,1.0
2010-01-02,paul daley,dustin hazelett,1.0
2010-01-02,rashad evans,thiago silva,1.0
2010-01-11,nick catone,jesse forbes,1.0
2010-01-11,gerald harris,john salter,1.0
2010-01-11,rafael dos anjos,kyle bradley,1.0
2010-01-11,rory macdonald,mike guymon,1.0
2010-01-11,thiago tavares,nik lentz,0.5
2010-01-11,rick story,jesse lennox,1.0
2010-01-11,chris leben,jay silva,1.0
2010-01-11,amir sadollah,brad blackburn,1.0
2010-01-11,aaron simpson,tom lawlor,1.0
2010-01-11,evan dunham,efrain escudero,1.0
2010-01-11,gray maynard,nate diaz,1.0
2010-02-06,joey beltran,rolles gracie,1.0
2010-02-06,chris tuchscherer,tim hague,1.0
2010-02-06,phil davis,brian stann,1.0
2010-02-06,rob emerson,phillipe nover,1.0
2010-02-06,melvin guillard,ronys torres,1.0
2010-02-06,mac danzig,justin buchholz,1.0
2010-02-06,matt serra,frank trigg,1.0
2010-02-06,demian maia,dan miller,1.0
2010-02-06,paulo thiago,mike swick,1.0
2010-02-06,chael sonnen,nate marquardt,1.0
2010-02-06,randy couture,mark coleman,1.0
2010-02-20,james te huna,igor pokrajac,1.0
2010-02-20,cb dollaway,goran reljic,1.0
2010-02-20,chris lytle,brian foster,1.0
2010-02-20,krzysztof soszynski,stephan bonnar,1.0
2010-02-20,mirko filipovic,anthony perosh,1.0
2010-02-20,ryan bader,keith jardine,1.0
2010-02-20,george sotiropoulos,joe stevenson,1.0
2010-02-20,wanderlei silva,michael bisping,1.0
2010-02-20,cain velasquez,antonio rodrigo nogueira,1.0
2010-03-21,jason brilz,eric schafer,1.0
2010-03-21,mike pierce,julio paulino,1.0
2010-03-21,brendan schaub,chase gormley,1.0
2010-03-21,john howard,daniel roberts,1.0
2010-03-21,darren elkins,duane ludwig,1.0
2010-03-21,vladimir matyushenko,eliot marshall,1.0
2010-03-21,clay guida,shannon gugerty,1.0
2010-03-21,alessio sakara,james irvin,1.0
2010-03-21,cheick kongo,paul buentello,1.0
2010-03-21,junior dos santos,gabriel gonzaga,1.0
2010-03-21,jon jones,brandon vera,1.0
2010-03-27,matthew riddle,greg soto,1.0
2010-03-27,jared hamman,rodney wallace,1.0
2010-03-27,rousimar palhares,tomasz drwal,1.0
2010-03-27,ricardo almeida,matt brown,1.0
2010-03-27,nate diaz,rory markham,1.0
2010-03-27,jim miller,mark bocek,1.0
2010-03-27,jon fitch,ben saunders,1.0
2010-03-27,kurt pellegrino,fabricio camoes,1.0
2010-03-27,shane carwin,frank mir,1.0
2010-03-27,georges st-pierre,dan hardy,1.0
2010-03-31,charlie brenneman,jason high,1.0
2010-03-31,gerald harris,mario miranda,1.0
2010-03-31,yushin okami,lucio linhares,1.0
2010-03-31,gleison tibau,caol uno,1.0
2010-03-31,nik lentz,rob emerson,1.0
2010-03-31,jacob volkmann,ronys torres,1.0
2010-03-31,andre winner,rafaello oliveira,1.0
2010-03-31,ross pearson,dennis siver,1.0
2010-03-31,jorge rivera,nate quarry,1.0
2010-03-31,roy nelson,stefan struve,1.0
2010-03-31,kenny florian,takanori gomi,1.0
2010-04-10,jon madsen,mostapha al-turk,1.0
2010-04-10,paul kelly,matt veach,1.0
2010-04-10,damarques johnson,brad blackburn,1.0
2010-04-10,rick story,nick osipczak,1.0
2010-04-10,phil davis,alexander gustafsson,1.0
2010-04-10,mark munoz,kendall grove,1.0
2010-04-10,rafael dos anjos,terry etim,1.0
2010-04-10,matt hughes,renzo gracie,1.0
2010-04-10,frankie edgar,bj penn,1.0
2010-04-10,anderson silva,demian maia,1.0
2010-05-08,john salter,jason macdonald,1.0
2010-05-08,mike guymon,yoshiyuki yoshida,1.0
2010-05-08,joey beltran,tim hague,1.0
2010-05-08,johny hendricks,tj grant,1.0
2010-05-08,marcus davis,jonathan goulet,1.0
2010-05-08,joe doerksen,tom lawlor,1.0
2010-05-08,alan belcher,patrick cote,1.0
2010-05-08,matt mitrione,kevin ferguson,1.0
2010-05-08,jeremy stephens,sam stout,1.0
2010-05-08,josh koscheck,paul daley,1.0
2010-05-08,mauricio rua,lyoto machida,1.0
2010-05-29,ryan jensen,jesse forbes,1.0
2010-05-29,aaron riley,joe brammer,1.0
2010-05-29,cyrille diabate,luiz cane,1.0
2010-05-29,melvin guillard,waylon lowe,1.0
2010-05-29,efrain escudero,dan lauzon,1.0
2010-05-29,dong hyun kim,amir sadollah,1.0
2010-05-29,john hathaway,diego sanchez,1.0
2010-05-29,rogerio nogueira,jason brilz,1.0
2010-05-29,mike russow,todd duffee,1.0
2010-05-29,michael bisping,dan miller,1.0
2010-05-29,rashad evans,quinton jackson,1.0
2010-06-12,mike pyle,jesse lennox,1.0
2010-06-12,claude patrick,ricardo funch,1.0
2010-06-12,james wilks,peter sobotta,1.0
2010-06-12,mario miranda,david loiseau,1.0
2010-06-12,matt wiman,mac danzig,1.0
2010-06-12,evan dunham,tyson griffin,1.0
2010-06-12,carlos condit,rory macdonald,1.0
2010-06-12,ben rothwell,gilbert yvel,1.0
2010-06-12,martin kampmann,paulo thiago,1.0
2010-06-12,mirko filipovic,pat barry,1.0
2010-06-12,rich franklin,chuck liddell,1.0
2010-06-19,travis browne,james mcsweeney,1.0
2010-06-19,chris camozzi,james hammortree,1.0
2010-06-19,kyle noke,josh bryant,1.0
2010-06-19,brad tavares,seth baczynski,1.0
2010-06-19,john gunderson,mark holst,1.0
2010-06-19,rich attonito,jamie yager,1.0
2010-06-19,dennis siver,spencer fisher,1.0
2010-06-19,chris leben,aaron simpson,1.0
2010-06-19,matt hamill,keith jardine,1.0
2010-06-19,court mcgee,kris mccray,1.0
2010-07-03,jon madsen,karlos vemola,1.0
2010-07-03,daniel roberts,forrest petz,1.0
2010-07-03,gerald harris,david branch,1.0
2010-07-03,kendall grove,goran reljic,1.0
2010-07-03,ricardo romero,seth petruzelli,1.0
2010-07-03,brendan schaub,chris tuchscherer,1.0
2010-07-03,george sotiropoulos,kurt pellegrino,1.0
2010-07-03,stephan bonnar,krzysztof soszynski,1.0
2010-07-03,chris lytle,matt brown,1.0
2010-07-03,chris leben,yoshihiro akiyama,1.0
2010-07-03,brock lesnar,shane carwin,1.0
2010-08-01,rob kimmons,steve steinbeiss,1.0
2010-08-01,charles oliveira,darren elkins,1.0
2010-08-01,brian stann,mike massenzio,1.0
2010-08-01,igor pokrajac,james irvin,1.0
2010-08-01,matthew riddle,damarques johnson,1.0
2010-08-01,jacob volkmann,paul kelly,1.0
2010-08-01,takanori gomi,tyson griffin,1.0
2010-08-01,jake ellenberger,john howard,1.0
2010-08-01,yushin okami,mark munoz,1.0
2010-08-01,jon jones,vladimir matyushenko,1.0
2010-08-07,dennis hallman,ben saunders,1.0
2010-08-07,stefan struve,christian morecraft,1.0
2010-08-07,tim boetsch,todd brown,1.0
2010-08-07,johny hendricks,charlie brenneman,1.0
2010-08-07,phil davis,rodney wallace,1.0
2010-08-07,rick story,dustin hazelett,1.0
2010-08-07,junior dos santos,roy nelson,1.0
2010-08-07,matt hughes,ricardo almeida,1.0
2010-08-07,clay guida,rafael dos anjos,1.0
2010-08-07,jon fitch,thiago alves,1.0
2010-08-07,anderson silva,chael sonnen,1.0
2010-08-28,mike pierce,amilcar alves,1.0
2010-08-28,greg soto,nick osipczak,1.0
2010-08-28,dan miller,john salter,1.0
2010-08-28,nik lentz,andre winner,1.0
2010-08-28,joe lauzon,gabe ruediger,1.0
2010-08-28,nate diaz,marcus davis,1.0
2010-08-28,gray maynard,kenny florian,1.0
2010-08-28,demian maia,mario miranda,1.0
2010-08-28,randy couture,james toney,1.0
2010-08-28,frankie edgar,bj penn,1.0
2010-09-15,brian foster,forrest petz,1.0
2010-09-15,tj waldburger,david mitchell,1.0
2010-09-15,rich attonito,rafael natal,1.0
2010-09-15,david branch,tomasz drwal,1.0
2010-09-15,kyle kingsbury,jared hamman,1.0
2010-09-15,yves edwards,john gunderson,1.0
2010-09-15,cole miller,ross pearson,1.0
2010-09-15,jim miller,gleison tibau,1.0
2010-09-15,charles oliveira,efrain escudero,1.0
2010-09-15,nate marquardt,rousimar palhares,1.0
2010-09-25,sean mccorkle,mark hunt,1.0
2010-09-25,tj grant,julio paulino,1.0
2010-09-25,waylon lowe,steve lopez,1.0
2010-09-25,thiago tavares,pat audinwood,1.0
2010-09-25,matt mitrione,joey beltran,1.0
2010-09-25,cb dollaway,joe doerksen,1.0
2010-09-25,melvin guillard,jeremy stephens,1.0
2010-09-25,sean sherk,evan dunham,1.0
2010-09-25,chris lytle,matt serra,1.0
2010-09-25,ryan bader,rogerio nogueira,1.0
2010-09-25,frank mir,mirko filipovic,1.0
2010-10-16,fabio maldonado,james mcsweeney,1.0
2010-10-16,spencer fisher,curt warburton,1.0
2010-10-16,paul sass,mark holst,1.0
2010-10-16,rob broughton,vinicius queiroz,1.0
2010-10-16,alexander gustafsson,cyrille diabate,1.0
2010-10-16,claude patrick,james wilks,1.0
2010-10-16,cheick kongo,travis browne,0.5
2010-10-16,mike pyle,john hathaway,1.0
2010-10-16,carlos condit,dan hardy,1.0
2010-10-16,michael bisping,yoshihiro akiyama,1.0
2010-10-23,jon madsen,gilbert yvel,1.0
2010-10-23,chris camozzi,dongi yang,1.0
2010-10-23,sam stout,paul taylor,1.0
2010-10-23,daniel roberts,mike guymon,1.0
2010-10-23,tom lawlor,patrick cote,1.0
2010-10-23,court mcgee,ryan jensen,1.0
2010-10-23,brendan schaub,gabriel gonzaga,1.0
2010-10-23,matt hamill,tito ortiz,1.0
2010-10-23,diego sanchez,paulo thiago,1.0
2010-10-23,jake shields,martin kampmann,1.0
2010-10-23,cain velasquez,brock lesnar,1.0
2010-11-13,carlos eduardo rocha,kris mccray,1.0
2010-11-13,karlos vemola,seth petruzelli,1.0
2010-11-13,kyle noke,rob kimmons,1.0
2010-11-13,pascal krauss,mark scanlon,1.0
2010-11-13,vladimir matyushenko,alexandre ferreira,1.0
2010-11-13,duane ludwig,nick osipczak,1.0
2010-11-13,krzysztof soszynski,goran reljic,1.0
2010-11-13,amir sadollah,peter sobotta,1.0
2010-11-13,dennis siver,andre winner,1.0
2010-11-13,yushin okami,nate marquardt,1.0
2010-11-20,nik lentz,tyson griffin,1.0
2010-11-20,paul kelly,tj o'brien,1.0
2010-11-20,edson barboza,mike lullo,1.0
2010-11-20,dennis hallman,karo parisyan,1.0
2010-11-20,mark munoz,aaron simpson,1.0
2010-11-20,brian foster,matt brown,1.0
2010-11-20,george sotiropoulos,joe lauzon,1.0
2010-11-20,phil davis,tim boetsch,1.0
2010-11-20,maiquel falcao,gerald harris,1.0
2010-11-20,bj penn,matt hughes,1.0
2010-11-20,quinton jackson,lyoto machida,1.0
2010-12-04,david branch,rich attonito,1.0
2010-12-04,pablo garza,fredson paixao,1.0
2010-12-04,nick pace,will campuzano,1.0
2010-12-04,kyle watson,sako chivitchian,1.0
2010-12-04,ian loveland,tyler toner,1.0
2010-12-04,cody mckenzie,aaron wilkinson,1.0
2010-12-04,leonard garcia,nam phan,1.0
2010-12-04,rick story,johny hendricks,1.0
2010-12-04,demian maia,kendall grove,1.0
2010-12-04,stephan bonnar,igor pokrajac,1.0
2010-12-04,jonathan brookins,michael johnson,1.0
2010-12-11,john makdessi,pat audinwood,1.0
2010-12-11,ricardo almeida,tj grant,1.0
2010-12-11,sean pierson,matthew riddle,1.0
2010-12-11,jesse bongfeldt,rafael natal,0.5
2010-12-11,mark bocek,dustin hazelett,1.0
